danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,audio_features,3MjUtNVVq3C8Fn0MP3zhXa,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,https://api.spotify.com/v1/tracks/3MjUtNVVq3C8Fn0MP3zhXa,https://api.spotify.com/v1/audio-analysis/3MjUtNVVq3C8Fn0MP3zhXa,211067,4
0.773,0.674,7,-5.538,0,0.319,0.0525,0.0,0.235,0.913,90.831,audio_features,2wdjmcwsYTVbbz0Po6UMRh,spotify:track:2wdjmcwsYTVbbz0Po6UMRh,https://api.spotify.com/v1/tracks/2wdjmcwsYTVbbz0Po6UMRh,https://api.spotify.com/v1/audio-analysis/2wdjmcwsYTVbbz0Po6UMRh,242973,4
0.918,0.36,5,-9.949,0,0.275,0.029,0.0,0.0799,0.243,91.959,audio_features,27YlMLaVRhOZZ6ba75iVB7,spotify:track:27YlMLaVRhOZZ6ba75iVB7,https://api.spotify.com/v1/tracks/27YlMLaVRhOZZ6ba75iVB7,https://api.spotify.com/v1/audio-analysis/27YlMLaVRhOZZ6ba75iVB7,214040,4
0.438,0.661,5,-5.189,1,0.0359,0.211,0.0,0.0865,0.319,75.989,audio_features,59JBsvbxoibwgWLVE61acB,spotify:track:59JBsvbxoibwgWLVE61acB,https://api.spotify.com/v1/tracks/59JBsvbxoibwgWLVE61acB,https://api.spotify.com/v1/audio-analysis/59JBsvbxoibwgWLVE61acB,189823,4
0.925,0.453,7,-5.921,1,0.109,0.000862,5.99e-05,0.124,0.392,138.002,audio_features,1Xunvmk47Mju6oZlgzm2Ty,spotify:track:1Xunvmk47Mju6oZlgzm2Ty,https://api.spotify.com/v1/tracks/1Xunvmk47Mju6oZlgzm2Ty,https://api.spotify.com/v1/audio-analysis/1Xunvmk47Mju6oZlgzm2Ty,249933,4
0.81,0.546,9,-8.421,1,0.251,0.0919,0.0,0.1,0.514,76.004,audio_features,3Q3VLS6Wk5sgF6PxlC5H0C,spotify:track:3Q3VLS6Wk5sgF6PxlC5H0C,https://api.spotify.com/v1/tracks/3Q3VLS6Wk5sgF6PxlC5H0C,https://api.spotify.com/v1/audio-analysis/3Q3VLS6Wk5sgF6PxlC5H0C,279475,4
0.724,0.691,0,-4.456,1,0.147,0.0232,0.0,0.1,0.594,155.07,audio_features,2G3P3zkQORBSbzd3R8uxgf,spotify:track:2G3P3zkQORBSbzd3R8uxgf,https://api.spotify.com/v1/tracks/2G3P3zkQORBSbzd3R8uxgf,https://api.spotify.com/v1/audio-analysis/2G3P3zkQORBSbzd3R8uxgf,253360,4
0.519,0.851,7,-6.001,1,0.29,0.118,0.0,0.178,0.711,123.823,audio_features,50ceCGZ3oD3U5caQV5bP6f,spotify:track:50ceCGZ3oD3U5caQV5bP6f,https://api.spotify.com/v1/tracks/50ceCGZ3oD3U5caQV5bP6f,https://api.spotify.com/v1/audio-analysis/50ceCGZ3oD3U5caQV5bP6f,213104,5
0.842,0.558,7,-9.322,1,0.264,0.0439,7.37e-06,0.108,0.683,76.469,audio_features,4y6DOqPrT52Usm5Ls53ZIw,spotify:track:4y6DOqPrT52Usm5Ls53ZIw,https://api.spotify.com/v1/tracks/4y6DOqPrT52Usm5Ls53ZIw,https://api.spotify.com/v1/audio-analysis/4y6DOqPrT52Usm5Ls53ZIw,158496,4
0.705,0.796,7,-6.845,1,0.267,0.0708,0.0,0.388,0.864,166.042,audio_features,2RWxrpsFshOBFwRBRstUlQ,spotify:track:2RWxrpsFshOBFwRBRstUlQ,https://api.spotify.com/v1/tracks/2RWxrpsFshOBFwRBRstUlQ,https://api.spotify.com/v1/audio-analysis/2RWxrpsFshOBFwRBRstUlQ,210453,4
0.93,0.605,11,-6.063,0,0.322,0.0301,0.0,0.0959,0.857,136.138,audio_features,7y5A3Ge2GixgSTwCU6fu5p,spotify:track:7y5A3Ge2GixgSTwCU6fu5p,https://api.spotify.com/v1/tracks/7y5A3Ge2GixgSTwCU6fu5p,https://api.spotify.com/v1/audio-analysis/7y5A3Ge2GixgSTwCU6fu5p,299747,4
0.922,0.909,10,-2.429,0,0.27,0.0281,0.0,0.0856,0.309,95.295,audio_features,4LwU4Vp6od3Sb08CsP99GC,spotify:track:4LwU4Vp6od3Sb08CsP99GC,https://api.spotify.com/v1/tracks/4LwU4Vp6od3Sb08CsP99GC,https://api.spotify.com/v1/audio-analysis/4LwU4Vp6od3Sb08CsP99GC,161507,4
0.87,0.464,4,-8.337,1,0.178,0.205,0.0,0.0902,0.457,112.974,audio_features,7aXuop4Qambx5Oi3ynsKQr,spotify:track:7aXuop4Qambx5Oi3ynsKQr,https://api.spotify.com/v1/tracks/7aXuop4Qambx5Oi3ynsKQr,https://api.spotify.com/v1/audio-analysis/7aXuop4Qambx5Oi3ynsKQr,251989,4
0.631,0.755,7,-7.206,1,0.136,0.00733,0.0,0.0889,0.439,91.378,audio_features,2rz6VejmNOpW1alXsDERp1,spotify:track:2rz6VejmNOpW1alXsDERp1,https://api.spotify.com/v1/tracks/2rz6VejmNOpW1alXsDERp1,https://api.spotify.com/v1/audio-analysis/2rz6VejmNOpW1alXsDERp1,257480,4
0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,audio_features,2G7V7zsVDxg1yRsu7Ew9RJ,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,https://api.spotify.com/v1/tracks/2G7V7zsVDxg1yRsu7Ew9RJ,https://api.spotify.com/v1/audio-analysis/2G7V7zsVDxg1yRsu7Ew9RJ,217925,4
0.77,0.549,10,-7.075,0,0.0543,0.0204,0.0,0.274,0.353,134.916,audio_features,3s35uW66tb8s9KfXBuEeXm,spotify:track:3s35uW66tb8s9KfXBuEeXm,https://api.spotify.com/v1/tracks/3s35uW66tb8s9KfXBuEeXm,https://api.spotify.com/v1/audio-analysis/3s35uW66tb8s9KfXBuEeXm,165422,4
0.941,0.471,1,-13.087,1,0.494,0.0308,0.00838,0.0837,0.487,119.898,audio_features,41u6BIQXMThHD1rMeH8yXo,spotify:track:41u6BIQXMThHD1rMeH8yXo,https://api.spotify.com/v1/tracks/41u6BIQXMThHD1rMeH8yXo,https://api.spotify.com/v1/audio-analysis/41u6BIQXMThHD1rMeH8yXo,111550,4
0.678,0.479,10,-6.959,0,0.206,0.0812,0.0,0.207,0.762,171.12,audio_features,19OHDib8Jrqi3o2nm5lzdA,spotify:track:19OHDib8Jrqi3o2nm5lzdA,https://api.spotify.com/v1/tracks/19OHDib8Jrqi3o2nm5lzdA,https://api.spotify.com/v1/audio-analysis/19OHDib8Jrqi3o2nm5lzdA,235632,4
0.65,0.753,2,-4.745,0,0.0632,0.324,0.0,0.307,0.616,82.478,audio_features,7xVwhsuZTUWhIyFeDH6rYr,spotify:track:7xVwhsuZTUWhIyFeDH6rYr,https://api.spotify.com/v1/tracks/7xVwhsuZTUWhIyFeDH6rYr,https://api.spotify.com/v1/audio-analysis/7xVwhsuZTUWhIyFeDH6rYr,221933,4
0.867,0.504,4,-7.737,0,0.241,0.0358,0.0,0.307,0.84,82.996,audio_features,3YQjgTpUVNWvpYeb2mtTF7,spotify:track:3YQjgTpUVNWvpYeb2mtTF7,https://api.spotify.com/v1/tracks/3YQjgTpUVNWvpYeb2mtTF7,https://api.spotify.com/v1/audio-analysis/3YQjgTpUVNWvpYeb2mtTF7,271160,4
0.86,0.861,6,-7.131,0,0.307,0.0361,4.07e-05,0.113,0.79,143.184,audio_features,59rtiYOPgMEDf3yPEfU2la,spotify:track:59rtiYOPgMEDf3yPEfU2la,https://api.spotify.com/v1/tracks/59rtiYOPgMEDf3yPEfU2la,https://api.spotify.com/v1/audio-analysis/59rtiYOPgMEDf3yPEfU2la,271053,4
0.774,0.706,2,-6.494,1,0.355,0.00163,1.28e-06,0.104,0.382,152.891,audio_features,7fxSLnklnayJNBIKntXedZ,spotify:track:7fxSLnklnayJNBIKntXedZ,https://api.spotify.com/v1/tracks/7fxSLnklnayJNBIKntXedZ,https://api.spotify.com/v1/audio-analysis/7fxSLnklnayJNBIKntXedZ,185037,4
0.624,0.723,1,-6.782,1,0.378,0.172,0.0,0.483,0.757,84.789,audio_features,3bMNprrp2JDKZsGbiXpsJl,spotify:track:3bMNprrp2JDKZsGbiXpsJl,https://api.spotify.com/v1/tracks/3bMNprrp2JDKZsGbiXpsJl,https://api.spotify.com/v1/audio-analysis/3bMNprrp2JDKZsGbiXpsJl,216933,4
0.72,0.863,2,-4.226,1,0.0562,0.0174,0.0,0.178,0.363,139.98,audio_features,35QGdv6aFbIaLM0Ozr3rHt,spotify:track:35QGdv6aFbIaLM0Ozr3rHt,https://api.spotify.com/v1/tracks/35QGdv6aFbIaLM0Ozr3rHt,https://api.spotify.com/v1/audio-analysis/35QGdv6aFbIaLM0Ozr3rHt,250307,4
0.884,0.697,11,-6.022,1,0.128,0.0509,0.0,0.094,0.322,101.965,audio_features,4Kd0FzFpOgIGxlBl4HXuFn,spotify:track:4Kd0FzFpOgIGxlBl4HXuFn,https://api.spotify.com/v1/tracks/4Kd0FzFpOgIGxlBl4HXuFn,https://api.spotify.com/v1/audio-analysis/4Kd0FzFpOgIGxlBl4HXuFn,252440,4
0.875,0.813,7,-4.502,1,0.0579,0.00618,0.0,0.321,0.859,114.993,audio_features,6zrJLhslleCHby0wbUnvVy,spotify:track:6zrJLhslleCHby0wbUnvVy,https://api.spotify.com/v1/tracks/6zrJLhslleCHby0wbUnvVy,https://api.spotify.com/v1/audio-analysis/6zrJLhslleCHby0wbUnvVy,184882,4
0.598,0.722,1,-3.604,1,0.471,0.0857,0.0,0.0617,0.582,95.619,audio_features,21bi8C4QreqPdfhzEzvjzV,spotify:track:21bi8C4QreqPdfhzEzvjzV,https://api.spotify.com/v1/tracks/21bi8C4QreqPdfhzEzvjzV,https://api.spotify.com/v1/audio-analysis/21bi8C4QreqPdfhzEzvjzV,215940,4
0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979,audio_features,39Yp9wwQiSRIDOvrVg7mbk,spotify:track:39Yp9wwQiSRIDOvrVg7mbk,https://api.spotify.com/v1/tracks/39Yp9wwQiSRIDOvrVg7mbk,https://api.spotify.com/v1/audio-analysis/39Yp9wwQiSRIDOvrVg7mbk,165978,4
0.631,0.774,11,-2.459,1,0.3,0.468,0.0,0.281,0.44,79.745,audio_features,42zd6DYQ4o4SECmTITrM1U,spotify:track:42zd6DYQ4o4SECmTITrM1U,https://api.spotify.com/v1/tracks/42zd6DYQ4o4SECmTITrM1U,https://api.spotify.com/v1/audio-analysis/42zd6DYQ4o4SECmTITrM1U,230693,4
0.887,0.485,11,-9.358,0,0.2,0.0392,0.0,0.141,0.328,125.987,audio_features,6rTInqW3YECMkQsBEHw4sd,spotify:track:6rTInqW3YECMkQsBEHw4sd,https://api.spotify.com/v1/tracks/6rTInqW3YECMkQsBEHw4sd,https://api.spotify.com/v1/audio-analysis/6rTInqW3YECMkQsBEHw4sd,215693,4
0.855,0.473,8,-10.856,1,0.292,0.0249,0.0,0.141,0.59,146.033,audio_features,4cyIdZmKBFcbqG8AKwmYR5,spotify:track:4cyIdZmKBFcbqG8AKwmYR5,https://api.spotify.com/v1/tracks/4cyIdZmKBFcbqG8AKwmYR5,https://api.spotify.com/v1/audio-analysis/4cyIdZmKBFcbqG8AKwmYR5,94023,4
0.816,0.582,8,-4.141,1,0.341,0.0794,5.84e-06,0.0916,0.542,160.004,audio_features,2FvD20Z8aoWIePi7PoN8sG,spotify:track:2FvD20Z8aoWIePi7PoN8sG,https://api.spotify.com/v1/tracks/2FvD20Z8aoWIePi7PoN8sG,https://api.spotify.com/v1/audio-analysis/2FvD20Z8aoWIePi7PoN8sG,136366,4
0.667,0.582,11,-5.791,0,0.267,0.00466,0.0,0.124,0.141,121.972,audio_features,0UTyLmkQgPOEIz95OVAJTR,spotify:track:0UTyLmkQgPOEIz95OVAJTR,https://api.spotify.com/v1/tracks/0UTyLmkQgPOEIz95OVAJTR,https://api.spotify.com/v1/audio-analysis/0UTyLmkQgPOEIz95OVAJTR,316733,4
0.667,0.582,11,-5.791,0,0.267,0.00466,0.0,0.124,0.141,121.972,audio_features,0UTyLmkQgPOEIz95OVAJTR,spotify:track:0UTyLmkQgPOEIz95OVAJTR,https://api.spotify.com/v1/tracks/0UTyLmkQgPOEIz95OVAJTR,https://api.spotify.com/v1/audio-analysis/0UTyLmkQgPOEIz95OVAJTR,316733,4
0.836,0.624,4,-6.75,0,0.184,0.187,0.0,0.138,0.7,103.0,audio_features,0gkfXiZISxlpwmjEcS9fhM,spotify:track:0gkfXiZISxlpwmjEcS9fhM,https://api.spotify.com/v1/tracks/0gkfXiZISxlpwmjEcS9fhM,https://api.spotify.com/v1/audio-analysis/0gkfXiZISxlpwmjEcS9fhM,139890,4
0.861,0.637,6,-7.701,0,0.133,0.392,0.0,0.0929,0.754,87.006,audio_features,2DTpP3caqX3QdJIEoS83mD,spotify:track:2DTpP3caqX3QdJIEoS83mD,https://api.spotify.com/v1/tracks/2DTpP3caqX3QdJIEoS83mD,https://api.spotify.com/v1/audio-analysis/2DTpP3caqX3QdJIEoS83mD,198621,4
0.67,0.58,8,-6.586,0,0.144,0.777,0.0,0.11,0.309,157.996,audio_features,2wyHiXes5gsguT8mwYofbC,spotify:track:2wyHiXes5gsguT8mwYofbC,https://api.spotify.com/v1/tracks/2wyHiXes5gsguT8mwYofbC,https://api.spotify.com/v1/audio-analysis/2wyHiXes5gsguT8mwYofbC,254627,4
0.937,0.397,1,-7.804,1,0.261,0.00447,0.000184,0.267,0.149,127.842,audio_features,4KP63LKrVrEdAK176UJYg8,spotify:track:4KP63LKrVrEdAK176UJYg8,https://api.spotify.com/v1/tracks/4KP63LKrVrEdAK176UJYg8,https://api.spotify.com/v1/audio-analysis/4KP63LKrVrEdAK176UJYg8,227688,4
0.841,0.522,10,-5.963,0,0.049,0.0168,1.37e-06,0.188,0.616,99.059,audio_features,5BrTUo0xP1wKXLJWUaGFtk,spotify:track:5BrTUo0xP1wKXLJWUaGFtk,https://api.spotify.com/v1/tracks/5BrTUo0xP1wKXLJWUaGFtk,https://api.spotify.com/v1/audio-analysis/5BrTUo0xP1wKXLJWUaGFtk,264947,4
0.652,0.795,11,-5.192,0,0.174,0.156,0.0,0.123,0.788,135.018,audio_features,0v9Wz8o0BT8DU38R4ddjeH,spotify:track:0v9Wz8o0BT8DU38R4ddjeH,https://api.spotify.com/v1/tracks/0v9Wz8o0BT8DU38R4ddjeH,https://api.spotify.com/v1/audio-analysis/0v9Wz8o0BT8DU38R4ddjeH,304607,4
0.728,0.686,2,-5.223,1,0.0677,0.116,4.44e-05,0.352,0.329,160.009,audio_features,3MSJYE4jsIfM0CNAD3ku4j,spotify:track:3MSJYE4jsIfM0CNAD3ku4j,https://api.spotify.com/v1/tracks/3MSJYE4jsIfM0CNAD3ku4j,https://api.spotify.com/v1/audio-analysis/3MSJYE4jsIfM0CNAD3ku4j,199758,4
0.827,0.484,1,-5.254,0,0.335,0.243,0.0,0.105,0.297,137.977,audio_features,3AN3wEILfQKknECOOhhyr0,spotify:track:3AN3wEILfQKknECOOhhyr0,https://api.spotify.com/v1/tracks/3AN3wEILfQKknECOOhhyr0,https://api.spotify.com/v1/audio-analysis/3AN3wEILfQKknECOOhhyr0,200000,4
0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,audio_features,5zFglKYiknIxks8geR8rcL,spotify:track:5zFglKYiknIxks8geR8rcL,https://api.spotify.com/v1/tracks/5zFglKYiknIxks8geR8rcL,https://api.spotify.com/v1/audio-analysis/5zFglKYiknIxks8geR8rcL,227395,4
0.504,0.603,1,-7.785,1,0.274,0.0286,0.0,0.204,0.471,152.446,audio_features,7ETKvvR97gJ28mAiOJoFD4,spotify:track:7ETKvvR97gJ28mAiOJoFD4,https://api.spotify.com/v1/tracks/7ETKvvR97gJ28mAiOJoFD4,https://api.spotify.com/v1/audio-analysis/7ETKvvR97gJ28mAiOJoFD4,137939,4
0.372,0.921,10,-1.153,0,0.252,0.255,0.0014,0.968,0.498,97.291,audio_features,6EHrtLub5E02i8Zru498Ji,spotify:track:6EHrtLub5E02i8Zru498Ji,https://api.spotify.com/v1/tracks/6EHrtLub5E02i8Zru498Ji,https://api.spotify.com/v1/audio-analysis/6EHrtLub5E02i8Zru498Ji,250493,1
0.667,0.531,4,-7.825,0,0.251,0.333,0.0,0.0922,0.113,93.461,audio_features,40YT6zCs8BWEyPj2UwPr9l,spotify:track:40YT6zCs8BWEyPj2UwPr9l,https://api.spotify.com/v1/tracks/40YT6zCs8BWEyPj2UwPr9l,https://api.spotify.com/v1/audio-analysis/40YT6zCs8BWEyPj2UwPr9l,231760,4
0.734,0.95,7,-3.072,1,0.232,0.303,0.0,0.168,0.617,149.641,audio_features,74iebSWsEaHSGdCE8PKKlF,spotify:track:74iebSWsEaHSGdCE8PKKlF,https://api.spotify.com/v1/tracks/74iebSWsEaHSGdCE8PKKlF,https://api.spotify.com/v1/audio-analysis/74iebSWsEaHSGdCE8PKKlF,238160,4
0.809,0.718,10,-4.398,0,0.289,0.0127,0.0,0.062,0.493,92.897,audio_features,2q8lHMMso6wx6pb5uwqzOs,spotify:track:2q8lHMMso6wx6pb5uwqzOs,https://api.spotify.com/v1/tracks/2q8lHMMso6wx6pb5uwqzOs,https://api.spotify.com/v1/audio-analysis/2q8lHMMso6wx6pb5uwqzOs,162000,4
0.622,0.791,7,-6.106,1,0.0535,0.00188,3.72e-06,0.083,0.494,115.915,audio_features,3z6XUommYDWPHeFhmhhT6j,spotify:track:3z6XUommYDWPHeFhmhhT6j,https://api.spotify.com/v1/tracks/3z6XUommYDWPHeFhmhhT6j,https://api.spotify.com/v1/audio-analysis/3z6XUommYDWPHeFhmhhT6j,225960,4
0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,audio_features,2iUXsYOEPhVqEBwsqP70rE,spotify:track:2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,203418,4
0.381,0.659,2,-3.888,1,0.176,0.159,0.0,0.34,0.16,85.723,audio_features,4hBy3nZVzQV4F3jxe1wWL1,spotify:track:4hBy3nZVzQV4F3jxe1wWL1,https://api.spotify.com/v1/tracks/4hBy3nZVzQV4F3jxe1wWL1,https://api.spotify.com/v1/audio-analysis/4hBy3nZVzQV4F3jxe1wWL1,265301,4
0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,0.1,136.006,audio_features,65OVbaJR5O1RmwOQx0875b,spotify:track:65OVbaJR5O1RmwOQx0875b,https://api.spotify.com/v1/tracks/65OVbaJR5O1RmwOQx0875b,https://api.spotify.com/v1/audio-analysis/65OVbaJR5O1RmwOQx0875b,192956,4
0.705,0.837,10,-4.64,0,0.0962,0.29,0.0,0.0571,0.938,82.022,audio_features,4dna9pp213lAcnSrbj3xGn,spotify:track:4dna9pp213lAcnSrbj3xGn,https://api.spotify.com/v1/tracks/4dna9pp213lAcnSrbj3xGn,https://api.spotify.com/v1/audio-analysis/4dna9pp213lAcnSrbj3xGn,261213,4
0.809,0.657,7,-8.353,1,0.557,0.0719,0.0,0.622,0.574,99.155,audio_features,27UKFdLPH3GBZA0sihHYrB,spotify:track:27UKFdLPH3GBZA0sihHYrB,https://api.spotify.com/v1/tracks/27UKFdLPH3GBZA0sihHYrB,https://api.spotify.com/v1/audio-analysis/27UKFdLPH3GBZA0sihHYrB,311093,4
0.737,0.673,1,-5.381,0,0.0682,0.000233,0.0,0.092,0.266,139.985,audio_features,3kK1rjPGWTgBzhGkwlJuAJ,spotify:track:3kK1rjPGWTgBzhGkwlJuAJ,https://api.spotify.com/v1/tracks/3kK1rjPGWTgBzhGkwlJuAJ,https://api.spotify.com/v1/audio-analysis/3kK1rjPGWTgBzhGkwlJuAJ,205812,4
0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,audio_features,2NBQmPrOEEjA8VbeWOQGxO,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/tracks/2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/audio-analysis/2NBQmPrOEEjA8VbeWOQGxO,266067,4
0.658,0.705,5,-3.82,0,0.0386,0.0464,0.0,0.343,0.503,76.998,audio_features,0hzamRAPFezrDRkq61WIdS,spotify:track:0hzamRAPFezrDRkq61WIdS,https://api.spotify.com/v1/tracks/0hzamRAPFezrDRkq61WIdS,https://api.spotify.com/v1/audio-analysis/0hzamRAPFezrDRkq61WIdS,204360,4
0.89,0.633,11,-5.475,1,0.168,0.0232,0.000343,0.0993,0.425,139.948,audio_features,1XRgIKC5TPwo7nWGyKqgG0,spotify:track:1XRgIKC5TPwo7nWGyKqgG0,https://api.spotify.com/v1/tracks/1XRgIKC5TPwo7nWGyKqgG0,https://api.spotify.com/v1/audio-analysis/1XRgIKC5TPwo7nWGyKqgG0,233087,4
0.626,0.866,11,-4.065,0,0.0408,0.00316,0.000364,0.171,0.545,132.031,audio_features,7wYOt6T5tmGKybJHaIJ0ZN,spotify:track:7wYOt6T5tmGKybJHaIJ0ZN,https://api.spotify.com/v1/tracks/7wYOt6T5tmGKybJHaIJ0ZN,https://api.spotify.com/v1/audio-analysis/7wYOt6T5tmGKybJHaIJ0ZN,248240,4
0.944,0.84,11,-4.141,1,0.108,0.00922,0.0,0.0921,0.89,136.019,audio_features,2EduiM2UNwjCC7PsLxnOCH,spotify:track:2EduiM2UNwjCC7PsLxnOCH,https://api.spotify.com/v1/tracks/2EduiM2UNwjCC7PsLxnOCH,https://api.spotify.com/v1/audio-analysis/2EduiM2UNwjCC7PsLxnOCH,261973,4
0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,audio_features,2vmfvSoZBFAt9hhRoEByLi,spotify:track:2vmfvSoZBFAt9hhRoEByLi,https://api.spotify.com/v1/tracks/2vmfvSoZBFAt9hhRoEByLi,https://api.spotify.com/v1/audio-analysis/2vmfvSoZBFAt9hhRoEByLi,230125,4
0.7,0.642,2,-8.673,0,0.317,0.0162,2.94e-06,0.206,0.381,149.989,audio_features,5cYZm4KeDKM8Pw8z5XRKJt,spotify:track:5cYZm4KeDKM8Pw8z5XRKJt,https://api.spotify.com/v1/tracks/5cYZm4KeDKM8Pw8z5XRKJt,https://api.spotify.com/v1/audio-analysis/5cYZm4KeDKM8Pw8z5XRKJt,303000,4
0.856,0.804,1,-6.148,1,0.231,0.311,0.0,0.322,0.83,107.377,audio_features,5rLnRYky5ktJYGUMAmqeWx,spotify:track:5rLnRYky5ktJYGUMAmqeWx,https://api.spotify.com/v1/tracks/5rLnRYky5ktJYGUMAmqeWx,https://api.spotify.com/v1/audio-analysis/5rLnRYky5ktJYGUMAmqeWx,243160,4
0.713,0.831,1,-4.75,0,0.15,0.0168,0.0,0.118,0.584,173.948,audio_features,1BuZAIO8WZpavWVbbq3Lci,spotify:track:1BuZAIO8WZpavWVbbq3Lci,https://api.spotify.com/v1/tracks/1BuZAIO8WZpavWVbbq3Lci,https://api.spotify.com/v1/audio-analysis/1BuZAIO8WZpavWVbbq3Lci,332301,4
0.57,0.58,1,-5.547,1,0.21,0.0124,0.0,0.0498,0.404,171.812,audio_features,5W7xC99N2Zzfh69r7I7zWK,spotify:track:5W7xC99N2Zzfh69r7I7zWK,https://api.spotify.com/v1/tracks/5W7xC99N2Zzfh69r7I7zWK,https://api.spotify.com/v1/audio-analysis/5W7xC99N2Zzfh69r7I7zWK,270627,4
0.767,0.438,7,-8.726,0,0.29,0.181,0.0,0.142,0.381,86.975,audio_features,37Nqx7iavZpotJSDXZWbJ3,spotify:track:37Nqx7iavZpotJSDXZWbJ3,https://api.spotify.com/v1/tracks/37Nqx7iavZpotJSDXZWbJ3,https://api.spotify.com/v1/audio-analysis/37Nqx7iavZpotJSDXZWbJ3,221980,4
0.654,0.792,10,-2.018,0,0.0346,0.0978,0.0,0.731,0.172,94.132,audio_features,52ekzF7DfQBszZq87MIbPY,spotify:track:52ekzF7DfQBszZq87MIbPY,https://api.spotify.com/v1/tracks/52ekzF7DfQBszZq87MIbPY,https://api.spotify.com/v1/audio-analysis/52ekzF7DfQBszZq87MIbPY,187819,4
0.841,0.653,8,-6.978,1,0.375,0.212,0.0,0.0821,0.603,77.039,audio_features,79fkjl9VtiLUl36ye9tMDP,spotify:track:79fkjl9VtiLUl36ye9tMDP,https://api.spotify.com/v1/tracks/79fkjl9VtiLUl36ye9tMDP,https://api.spotify.com/v1/audio-analysis/79fkjl9VtiLUl36ye9tMDP,152790,4
0.508,0.528,1,-9.456,0,0.0741,0.00553,0.0,0.291,0.0969,130.924,audio_features,6Q0aS9SKqeg2B22do29ky9,spotify:track:6Q0aS9SKqeg2B22do29ky9,https://api.spotify.com/v1/tracks/6Q0aS9SKqeg2B22do29ky9,https://api.spotify.com/v1/audio-analysis/6Q0aS9SKqeg2B22do29ky9,278473,4
0.776,0.736,9,-6.308,1,0.255,0.0101,0.0,0.18,0.536,159.838,audio_features,5krOROgmf8adn3SJzeKLZy,spotify:track:5krOROgmf8adn3SJzeKLZy,https://api.spotify.com/v1/tracks/5krOROgmf8adn3SJzeKLZy,https://api.spotify.com/v1/audio-analysis/5krOROgmf8adn3SJzeKLZy,244187,4
0.768,0.614,1,-6.024,0,0.368,0.445,0.0,0.117,0.606,75.753,audio_features,3xhTCpyWpZJ6z5miHy8TRF,spotify:track:3xhTCpyWpZJ6z5miHy8TRF,https://api.spotify.com/v1/tracks/3xhTCpyWpZJ6z5miHy8TRF,https://api.spotify.com/v1/audio-analysis/3xhTCpyWpZJ6z5miHy8TRF,291733,4
0.953,0.621,8,-7.638,0,0.221,0.017,0.0,0.0398,0.883,123.016,audio_features,6755DFiZ7CWe2WMdTGW5C1,spotify:track:6755DFiZ7CWe2WMdTGW5C1,https://api.spotify.com/v1/tracks/6755DFiZ7CWe2WMdTGW5C1,https://api.spotify.com/v1/audio-analysis/6755DFiZ7CWe2WMdTGW5C1,152333,4
0.89,0.465,2,-7.078,1,0.325,0.000237,0.0,0.104,0.177,143.956,audio_features,3W9d0S1Yr633YGDTlULPjd,spotify:track:3W9d0S1Yr633YGDTlULPjd,https://api.spotify.com/v1/tracks/3W9d0S1Yr633YGDTlULPjd,https://api.spotify.com/v1/audio-analysis/3W9d0S1Yr633YGDTlULPjd,216738,4
0.623,0.704,8,-4.802,1,0.0276,0.00906,0.0,0.163,0.473,114.007,audio_features,0gnsN3jBYMzfO1DNYbNshP,spotify:track:0gnsN3jBYMzfO1DNYbNshP,https://api.spotify.com/v1/tracks/0gnsN3jBYMzfO1DNYbNshP,https://api.spotify.com/v1/audio-analysis/0gnsN3jBYMzfO1DNYbNshP,280133,4
0.47,0.7,5,-7.284,0,0.33,0.0905,0.0,0.5,0.357,98.894,audio_features,2pFvECCSoaK4JwJzSZUP53,spotify:track:2pFvECCSoaK4JwJzSZUP53,https://api.spotify.com/v1/tracks/2pFvECCSoaK4JwJzSZUP53,https://api.spotify.com/v1/audio-analysis/2pFvECCSoaK4JwJzSZUP53,232500,5
0.829,0.684,6,-6.473,1,0.0606,0.102,0.0,0.348,0.731,107.985,audio_features,5Sw4NiI7SniktcUwPweTvs,spotify:track:5Sw4NiI7SniktcUwPweTvs,https://api.spotify.com/v1/tracks/5Sw4NiI7SniktcUwPweTvs,https://api.spotify.com/v1/audio-analysis/5Sw4NiI7SniktcUwPweTvs,259733,4
