danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.533,0.908,11,-3.664,0,0.265,0.0579,0.0,0.218,0.629,160.285,audio_features,0jUFhupXmidsvtElaIxvAI,spotify:track:0jUFhupXmidsvtElaIxvAI,https://api.spotify.com/v1/tracks/0jUFhupXmidsvtElaIxvAI,https://api.spotify.com/v1/audio-analysis/0jUFhupXmidsvtElaIxvAI,152957,4
0.971,0.662,2,-6.261,1,0.0708,0.0497,0.0,0.0956,0.476,120.073,audio_features,6GUiCjtZGTvgUKKm1w9mwG,spotify:track:6GUiCjtZGTvgUKKm1w9mwG,https://api.spotify.com/v1/tracks/6GUiCjtZGTvgUKKm1w9mwG,https://api.spotify.com/v1/audio-analysis/6GUiCjtZGTvgUKKm1w9mwG,180000,4
0.541,0.734,7,-4.232,0,0.166,0.0621,0.0,0.12,0.321,162.304,audio_features,0nq6sfr8z1R5KJ4XUk396e,spotify:track:0nq6sfr8z1R5KJ4XUk396e,https://api.spotify.com/v1/tracks/0nq6sfr8z1R5KJ4XUk396e,https://api.spotify.com/v1/audio-analysis/0nq6sfr8z1R5KJ4XUk396e,267720,4
0.868,0.672,8,-6.588,0,0.279,0.185,0.0,0.184,0.755,123.995,audio_features,41BQEcoSspovBQBYc6bVrT,spotify:track:41BQEcoSspovBQBYc6bVrT,https://api.spotify.com/v1/tracks/41BQEcoSspovBQBYc6bVrT,https://api.spotify.com/v1/audio-analysis/41BQEcoSspovBQBYc6bVrT,194562,4
0.516,0.51,11,-8.381,1,0.244,0.714,0.0,0.4,0.445,135.28,audio_features,0Au9QhCuI7TL08rHrvTIbl,spotify:track:0Au9QhCuI7TL08rHrvTIbl,https://api.spotify.com/v1/tracks/0Au9QhCuI7TL08rHrvTIbl,https://api.spotify.com/v1/audio-analysis/0Au9QhCuI7TL08rHrvTIbl,46796,4
0.926,0.863,0,-3.391,0,0.269,0.0197,0.0,0.0484,0.779,92.522,audio_features,7n2Dqgp4iXd8Zorfj9XSYo,spotify:track:7n2Dqgp4iXd8Zorfj9XSYo,https://api.spotify.com/v1/tracks/7n2Dqgp4iXd8Zorfj9XSYo,https://api.spotify.com/v1/audio-analysis/7n2Dqgp4iXd8Zorfj9XSYo,192907,4
0.641,0.765,9,-6.626,1,0.0383,0.000975,0.0,0.387,0.19,91.009,audio_features,7qFxSPDUDMQNGBqTvK4aEj,spotify:track:7qFxSPDUDMQNGBqTvK4aEj,https://api.spotify.com/v1/tracks/7qFxSPDUDMQNGBqTvK4aEj,https://api.spotify.com/v1/audio-analysis/7qFxSPDUDMQNGBqTvK4aEj,240613,4
0.774,0.672,6,-5.823,0,0.263,0.198,0.0,0.0932,0.851,96.108,audio_features,1gwL3jAKpCYHVhByoWzYME,spotify:track:1gwL3jAKpCYHVhByoWzYME,https://api.spotify.com/v1/tracks/1gwL3jAKpCYHVhByoWzYME,https://api.spotify.com/v1/audio-analysis/1gwL3jAKpCYHVhByoWzYME,237613,4
0.712,0.842,6,-6.119,0,0.132,0.0245,8.02e-06,0.194,0.943,95.479,audio_features,3gYXmP2ACbItUd1YKSQ4k8,spotify:track:3gYXmP2ACbItUd1YKSQ4k8,https://api.spotify.com/v1/tracks/3gYXmP2ACbItUd1YKSQ4k8,https://api.spotify.com/v1/audio-analysis/3gYXmP2ACbItUd1YKSQ4k8,271627,4
0.851,0.703,4,-7.351,0,0.303,0.00949,2.57e-05,0.0895,0.596,74.017,audio_features,7uZqvqXzzYMKrexKxdcGmd,spotify:track:7uZqvqXzzYMKrexKxdcGmd,https://api.spotify.com/v1/tracks/7uZqvqXzzYMKrexKxdcGmd,https://api.spotify.com/v1/audio-analysis/7uZqvqXzzYMKrexKxdcGmd,242600,4
0.644,0.926,1,-2.629,1,0.0566,0.0254,0.00536,0.186,0.04,132.034,audio_features,5YafRUAwbPTPVPK0hbr2bA,spotify:track:5YafRUAwbPTPVPK0hbr2bA,https://api.spotify.com/v1/tracks/5YafRUAwbPTPVPK0hbr2bA,https://api.spotify.com/v1/audio-analysis/5YafRUAwbPTPVPK0hbr2bA,254545,4
0.675,0.501,10,-6.183,1,0.22,0.0541,0.0,0.429,0.532,139.861,audio_features,41PWz0hAiU9FqsmjR9Wh62,spotify:track:41PWz0hAiU9FqsmjR9Wh62,https://api.spotify.com/v1/tracks/41PWz0hAiU9FqsmjR9Wh62,https://api.spotify.com/v1/audio-analysis/41PWz0hAiU9FqsmjR9Wh62,260600,4
0.617,0.54,7,-8.337,1,0.0817,0.000321,0.872,0.0934,0.189,151.493,audio_features,4NRerjLCCAKjrgPCXt1RQe,spotify:track:4NRerjLCCAKjrgPCXt1RQe,https://api.spotify.com/v1/tracks/4NRerjLCCAKjrgPCXt1RQe,https://api.spotify.com/v1/audio-analysis/4NRerjLCCAKjrgPCXt1RQe,242074,1
0.915,0.593,1,-6.832,0,0.0535,0.00197,0.0,0.334,0.0556,101.944,audio_features,5IpUDaNdx6eKcMjSLFaVLy,spotify:track:5IpUDaNdx6eKcMjSLFaVLy,https://api.spotify.com/v1/tracks/5IpUDaNdx6eKcMjSLFaVLy,https://api.spotify.com/v1/audio-analysis/5IpUDaNdx6eKcMjSLFaVLy,269907,4
0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,audio_features,3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,269560,4
0.581,0.712,6,-7.803,0,0.476,0.27,0.0,0.895,0.709,172.573,audio_features,0pSaDwrMLM7F82LWJg9v6s,spotify:track:0pSaDwrMLM7F82LWJg9v6s,https://api.spotify.com/v1/tracks/0pSaDwrMLM7F82LWJg9v6s,https://api.spotify.com/v1/audio-analysis/0pSaDwrMLM7F82LWJg9v6s,188547,4
0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,audio_features,6gi6y1xwmVszDWkUqab1qw,spotify:track:6gi6y1xwmVszDWkUqab1qw,https://api.spotify.com/v1/tracks/6gi6y1xwmVszDWkUqab1qw,https://api.spotify.com/v1/audio-analysis/6gi6y1xwmVszDWkUqab1qw,157712,4
0.57,0.905,8,-2.818,0,0.192,0.105,0.0,0.88,0.582,80.65,audio_features,79EbOCvUFGeK4iOYQi5fNG,spotify:track:79EbOCvUFGeK4iOYQi5fNG,https://api.spotify.com/v1/tracks/79EbOCvUFGeK4iOYQi5fNG,https://api.spotify.com/v1/audio-analysis/79EbOCvUFGeK4iOYQi5fNG,261000,4
0.855,0.651,0,-8.044,0,0.235,0.063,0.0,0.0772,0.559,111.997,audio_features,5Z8HZM6iQMhhqyPcCGY5g9,spotify:track:5Z8HZM6iQMhhqyPcCGY5g9,https://api.spotify.com/v1/tracks/5Z8HZM6iQMhhqyPcCGY5g9,https://api.spotify.com/v1/audio-analysis/5Z8HZM6iQMhhqyPcCGY5g9,193027,4
0.748,0.648,10,-6.445,0,0.0816,0.484,0.0,0.126,0.726,139.952,audio_features,7iHHxY2NLlJRAmlAmC4ahQ,spotify:track:7iHHxY2NLlJRAmlAmC4ahQ,https://api.spotify.com/v1/tracks/7iHHxY2NLlJRAmlAmC4ahQ,https://api.spotify.com/v1/audio-analysis/7iHHxY2NLlJRAmlAmC4ahQ,123560,4
0.797,0.644,1,-5.945,1,0.175,0.00881,0.0,0.126,0.243,138.041,audio_features,0eZ5YcBXM2NAPETGZfbvbP,spotify:track:0eZ5YcBXM2NAPETGZfbvbP,https://api.spotify.com/v1/tracks/0eZ5YcBXM2NAPETGZfbvbP,https://api.spotify.com/v1/audio-analysis/0eZ5YcBXM2NAPETGZfbvbP,209575,4
0.896,0.377,9,-5.502,1,0.0935,0.0123,1.43e-06,0.115,0.255,113.886,audio_features,1ITpqT1kDATCtMBwOK7sYn,spotify:track:1ITpqT1kDATCtMBwOK7sYn,https://api.spotify.com/v1/tracks/1ITpqT1kDATCtMBwOK7sYn,https://api.spotify.com/v1/audio-analysis/1ITpqT1kDATCtMBwOK7sYn,136573,4
0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,audio_features,51rXHuKN8Loc4sUlKPODgH,spotify:track:51rXHuKN8Loc4sUlKPODgH,https://api.spotify.com/v1/tracks/51rXHuKN8Loc4sUlKPODgH,https://api.spotify.com/v1/audio-analysis/51rXHuKN8Loc4sUlKPODgH,229670,4
0.817,0.556,4,-7.178,0,0.14,0.469,0.0,0.131,0.314,126.991,audio_features,55WLWX71YkHt2tSucNIf1g,spotify:track:55WLWX71YkHt2tSucNIf1g,https://api.spotify.com/v1/tracks/55WLWX71YkHt2tSucNIf1g,https://api.spotify.com/v1/audio-analysis/55WLWX71YkHt2tSucNIf1g,166368,4
0.725,0.713,4,-6.173,0,0.187,0.127,0.0,0.617,0.207,65.988,audio_features,2cnKST6T9qUo2i907lm8zX,spotify:track:2cnKST6T9qUo2i907lm8zX,https://api.spotify.com/v1/tracks/2cnKST6T9qUo2i907lm8zX,https://api.spotify.com/v1/audio-analysis/2cnKST6T9qUo2i907lm8zX,148421,4
0.477,0.65,0,-6.574,1,0.311,0.209,0.000247,0.155,0.072,166.589,audio_features,2CxKBeqB9MPl8aT12ukLjF,spotify:track:2CxKBeqB9MPl8aT12ukLjF,https://api.spotify.com/v1/tracks/2CxKBeqB9MPl8aT12ukLjF,https://api.spotify.com/v1/audio-analysis/2CxKBeqB9MPl8aT12ukLjF,221250,4
0.865,0.532,0,-7.804,1,0.0962,0.00702,0.924,0.145,0.375,139.958,audio_features,7vBXzMzcdvELeMDnKFEwVD,spotify:track:7vBXzMzcdvELeMDnKFEwVD,https://api.spotify.com/v1/tracks/7vBXzMzcdvELeMDnKFEwVD,https://api.spotify.com/v1/audio-analysis/7vBXzMzcdvELeMDnKFEwVD,164571,4
0.692,0.736,1,-5.109,1,0.11,0.0324,0.0,0.0787,0.217,73.987,audio_features,6wN4nT2qy3MQc098yL3Eu9,spotify:track:6wN4nT2qy3MQc098yL3Eu9,https://api.spotify.com/v1/tracks/6wN4nT2qy3MQc098yL3Eu9,https://api.spotify.com/v1/audio-analysis/6wN4nT2qy3MQc098yL3Eu9,276560,4
0.868,0.631,7,-4.724,1,0.158,0.249,0.0,0.327,0.552,128.979,audio_features,6rRupvuAzMWi8XcxHF4wPH,spotify:track:6rRupvuAzMWi8XcxHF4wPH,https://api.spotify.com/v1/tracks/6rRupvuAzMWi8XcxHF4wPH,https://api.spotify.com/v1/audio-analysis/6rRupvuAzMWi8XcxHF4wPH,227413,4
0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,audio_features,5bcTCxgc7xVfSaMV3RuVke,spotify:track:5bcTCxgc7xVfSaMV3RuVke,https://api.spotify.com/v1/tracks/5bcTCxgc7xVfSaMV3RuVke,https://api.spotify.com/v1/audio-analysis/5bcTCxgc7xVfSaMV3RuVke,223413,4
0.92,0.571,0,-5.223,1,0.445,0.117,0.0,0.131,0.238,134.976,audio_features,1AosZT0NAJ3l8NDWrE83zW,spotify:track:1AosZT0NAJ3l8NDWrE83zW,https://api.spotify.com/v1/tracks/1AosZT0NAJ3l8NDWrE83zW,https://api.spotify.com/v1/audio-analysis/1AosZT0NAJ3l8NDWrE83zW,143203,4
0.889,0.705,11,-8.683,0,0.392,0.389,1.04e-05,0.0692,0.815,141.069,audio_features,3CVb6hkMrlF7eHhXi5B3PZ,spotify:track:3CVb6hkMrlF7eHhXi5B3PZ,https://api.spotify.com/v1/tracks/3CVb6hkMrlF7eHhXi5B3PZ,https://api.spotify.com/v1/audio-analysis/3CVb6hkMrlF7eHhXi5B3PZ,183830,4
0.444,0.65,6,-7.041,1,0.461,0.0375,0.0,0.192,0.771,81.674,audio_features,2UYVjyl4ldjDcGUnk7Xd7L,spotify:track:2UYVjyl4ldjDcGUnk7Xd7L,https://api.spotify.com/v1/tracks/2UYVjyl4ldjDcGUnk7Xd7L,https://api.spotify.com/v1/audio-analysis/2UYVjyl4ldjDcGUnk7Xd7L,223400,4
0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,audio_features,5sNESr6pQfIhL3krM8CtZn,spotify:track:5sNESr6pQfIhL3krM8CtZn,https://api.spotify.com/v1/tracks/5sNESr6pQfIhL3krM8CtZn,https://api.spotify.com/v1/audio-analysis/5sNESr6pQfIhL3krM8CtZn,205733,4
0.621,0.621,0,-6.993,1,0.339,0.14,0.0,0.296,0.575,135.996,audio_features,3aGYyKYxF65qicTVhce93A,spotify:track:3aGYyKYxF65qicTVhce93A,https://api.spotify.com/v1/tracks/3aGYyKYxF65qicTVhce93A,https://api.spotify.com/v1/audio-analysis/3aGYyKYxF65qicTVhce93A,383760,4
0.835,0.895,4,-4.463,0,0.226,0.206,0.0,0.122,0.688,84.005,audio_features,7irn6kVaWJuJDFAOzuBtp6,spotify:track:7irn6kVaWJuJDFAOzuBtp6,https://api.spotify.com/v1/tracks/7irn6kVaWJuJDFAOzuBtp6,https://api.spotify.com/v1/audio-analysis/7irn6kVaWJuJDFAOzuBtp6,145067,4
0.934,0.495,5,-7.483,0,0.346,0.0544,0.0,0.0934,0.836,101.781,audio_features,4TGHOWSNAwUXn5onDQr0P1,spotify:track:4TGHOWSNAwUXn5onDQr0P1,https://api.spotify.com/v1/tracks/4TGHOWSNAwUXn5onDQr0P1,https://api.spotify.com/v1/audio-analysis/4TGHOWSNAwUXn5onDQr0P1,221200,4
0.584,0.557,6,-6.371,1,0.0342,0.0129,0.0,0.0576,0.767,154.008,audio_features,6tNSmBKSjFV1366ASuULfZ,spotify:track:6tNSmBKSjFV1366ASuULfZ,https://api.spotify.com/v1/tracks/6tNSmBKSjFV1366ASuULfZ,https://api.spotify.com/v1/audio-analysis/6tNSmBKSjFV1366ASuULfZ,219760,4
0.877,0.796,1,-7.371,1,0.136,0.0212,0.0,0.243,0.689,93.969,audio_features,28vT08dIvmwMb0L1hh2tDb,spotify:track:28vT08dIvmwMb0L1hh2tDb,https://api.spotify.com/v1/tracks/28vT08dIvmwMb0L1hh2tDb,https://api.spotify.com/v1/audio-analysis/28vT08dIvmwMb0L1hh2tDb,329038,4
0.743,0.715,0,-5.585,1,0.145,0.0499,1.71e-05,0.119,0.441,130.075,audio_features,7lpetY0PSZ2haTGDgJbEFR,spotify:track:7lpetY0PSZ2haTGDgJbEFR,https://api.spotify.com/v1/tracks/7lpetY0PSZ2haTGDgJbEFR,https://api.spotify.com/v1/audio-analysis/7lpetY0PSZ2haTGDgJbEFR,225187,4
0.847,0.23,0,-7.193,1,0.159,0.907,0.0,0.373,0.918,147.033,audio_features,1yB55jCNCBbmB0jJCruk4g,spotify:track:1yB55jCNCBbmB0jJCruk4g,https://api.spotify.com/v1/tracks/1yB55jCNCBbmB0jJCruk4g,https://api.spotify.com/v1/audio-analysis/1yB55jCNCBbmB0jJCruk4g,100720,3
0.506,0.894,2,-4.447,1,0.285,0.291,0.000427,0.0549,0.8,86.902,audio_features,50Z0VBnnFU4h2xZkod0m7e,spotify:track:50Z0VBnnFU4h2xZkod0m7e,https://api.spotify.com/v1/tracks/50Z0VBnnFU4h2xZkod0m7e,https://api.spotify.com/v1/audio-analysis/50Z0VBnnFU4h2xZkod0m7e,240253,4
0.749,0.805,9,-4.851,1,0.236,0.012,0.00105,0.103,0.747,169.97,audio_features,3DCJGwXyaxQxsqPvkTpL93,spotify:track:3DCJGwXyaxQxsqPvkTpL93,https://api.spotify.com/v1/tracks/3DCJGwXyaxQxsqPvkTpL93,https://api.spotify.com/v1/audio-analysis/3DCJGwXyaxQxsqPvkTpL93,238493,4
0.684,0.496,4,-9.317,0,0.267,0.0398,0.0,0.287,0.58,75.974,audio_features,0yJhNVWztLIG6dFYi9aSg3,spotify:track:0yJhNVWztLIG6dFYi9aSg3,https://api.spotify.com/v1/tracks/0yJhNVWztLIG6dFYi9aSg3,https://api.spotify.com/v1/audio-analysis/0yJhNVWztLIG6dFYi9aSg3,259413,4
0.905,0.577,6,-8.329,1,0.0896,0.0139,0.0139,0.0672,0.509,128.023,audio_features,04ndokM8PXXVFg1iPOxfvc,spotify:track:04ndokM8PXXVFg1iPOxfvc,https://api.spotify.com/v1/tracks/04ndokM8PXXVFg1iPOxfvc,https://api.spotify.com/v1/audio-analysis/04ndokM8PXXVFg1iPOxfvc,247015,4
0.902,0.646,10,-6.192,0,0.0483,0.189,6.94e-05,0.101,0.707,134.991,audio_features,5tsrMPpEfg7sYNJIZGhC4p,spotify:track:5tsrMPpEfg7sYNJIZGhC4p,https://api.spotify.com/v1/tracks/5tsrMPpEfg7sYNJIZGhC4p,https://api.spotify.com/v1/audio-analysis/5tsrMPpEfg7sYNJIZGhC4p,195040,4
0.704,0.558,1,-6.042,1,0.287,0.379,0.000111,0.407,0.414,163.964,audio_features,5HtziFfFGxXpugCqZaAHoY,spotify:track:5HtziFfFGxXpugCqZaAHoY,https://api.spotify.com/v1/tracks/5HtziFfFGxXpugCqZaAHoY,https://api.spotify.com/v1/audio-analysis/5HtziFfFGxXpugCqZaAHoY,260009,4
0.328,0.622,5,-7.291,0,0.0866,0.858,0.0,0.104,0.401,74.267,audio_features,5hUYsaOyMY32yjRXeuQwGj,spotify:track:5hUYsaOyMY32yjRXeuQwGj,https://api.spotify.com/v1/tracks/5hUYsaOyMY32yjRXeuQwGj,https://api.spotify.com/v1/audio-analysis/5hUYsaOyMY32yjRXeuQwGj,228093,4
0.883,0.641,1,-5.619,1,0.197,0.00599,0.0,0.115,0.256,76.995,audio_features,4uvflzwxa0MhyvcR6wSX2p,spotify:track:4uvflzwxa0MhyvcR6wSX2p,https://api.spotify.com/v1/tracks/4uvflzwxa0MhyvcR6wSX2p,https://api.spotify.com/v1/audio-analysis/4uvflzwxa0MhyvcR6wSX2p,256373,4
0.592,0.459,0,-5.439,0,0.407,0.0489,0.0,0.0796,0.51,81.444,audio_features,6aRtKOfnM4WqGYtj8uWHkn,spotify:track:6aRtKOfnM4WqGYtj8uWHkn,https://api.spotify.com/v1/tracks/6aRtKOfnM4WqGYtj8uWHkn,https://api.spotify.com/v1/audio-analysis/6aRtKOfnM4WqGYtj8uWHkn,259187,4
0.926,0.567,5,-10.408,0,0.0506,0.144,0.00693,0.11,0.933,93.038,audio_features,7gA5NWojLZRn8DYQ9HXE7x,spotify:track:7gA5NWojLZRn8DYQ9HXE7x,https://api.spotify.com/v1/tracks/7gA5NWojLZRn8DYQ9HXE7x,https://api.spotify.com/v1/audio-analysis/7gA5NWojLZRn8DYQ9HXE7x,312533,4
0.84,0.798,8,-5.079,1,0.0699,0.045,4.32e-05,0.172,0.695,100.175,audio_features,3bA5Xfk5JyPGtBh00GX8Gk,spotify:track:3bA5Xfk5JyPGtBh00GX8Gk,https://api.spotify.com/v1/tracks/3bA5Xfk5JyPGtBh00GX8Gk,https://api.spotify.com/v1/audio-analysis/3bA5Xfk5JyPGtBh00GX8Gk,246347,4
0.804,0.632,10,-8.018,0,0.0726,0.00186,0.000134,0.0667,0.342,137.994,audio_features,43C2Q0wSw19wkIfwbDjbIb,spotify:track:43C2Q0wSw19wkIfwbDjbIb,https://api.spotify.com/v1/tracks/43C2Q0wSw19wkIfwbDjbIb,https://api.spotify.com/v1/audio-analysis/43C2Q0wSw19wkIfwbDjbIb,217027,4
0.37,0.87,5,-2.09,1,0.271,0.0415,0.0,0.604,0.331,79.092,audio_features,7sjwaBQ6M3aVigYfBjm1sL,spotify:track:7sjwaBQ6M3aVigYfBjm1sL,https://api.spotify.com/v1/tracks/7sjwaBQ6M3aVigYfBjm1sL,https://api.spotify.com/v1/audio-analysis/7sjwaBQ6M3aVigYfBjm1sL,250240,4
0.686,0.385,7,-8.35,0,0.297,0.614,0.0,0.131,0.147,143.07,audio_features,61S79KIVA4I9FXbnsylEHT,spotify:track:61S79KIVA4I9FXbnsylEHT,https://api.spotify.com/v1/tracks/61S79KIVA4I9FXbnsylEHT,https://api.spotify.com/v1/audio-analysis/61S79KIVA4I9FXbnsylEHT,296568,4
0.765,0.795,10,-4.559,0,0.151,0.22,0.000397,0.108,0.654,101.981,audio_features,2DxHdJYeBvbiceEszdrGtr,spotify:track:2DxHdJYeBvbiceEszdrGtr,https://api.spotify.com/v1/tracks/2DxHdJYeBvbiceEszdrGtr,https://api.spotify.com/v1/audio-analysis/2DxHdJYeBvbiceEszdrGtr,202425,4
0.675,0.591,10,-9.336,0,0.11,0.283,0.0,0.209,0.195,141.043,audio_features,5zp8YavU9LMxkZA5ulBPdp,spotify:track:5zp8YavU9LMxkZA5ulBPdp,https://api.spotify.com/v1/tracks/5zp8YavU9LMxkZA5ulBPdp,https://api.spotify.com/v1/audio-analysis/5zp8YavU9LMxkZA5ulBPdp,217940,4
0.708,0.621,0,-6.787,0,0.338,0.0404,0.0,0.326,0.46,106.695,audio_features,4qcSErpxy4tNqcUTotuUzE,spotify:track:4qcSErpxy4tNqcUTotuUzE,https://api.spotify.com/v1/tracks/4qcSErpxy4tNqcUTotuUzE,https://api.spotify.com/v1/audio-analysis/4qcSErpxy4tNqcUTotuUzE,102072,3
0.712,0.824,0,-3.487,1,0.298,0.566,0.0,0.623,0.509,140.007,audio_features,0VVh5RxCA7nMRnuu1OFieb,spotify:track:0VVh5RxCA7nMRnuu1OFieb,https://api.spotify.com/v1/tracks/0VVh5RxCA7nMRnuu1OFieb,https://api.spotify.com/v1/audio-analysis/0VVh5RxCA7nMRnuu1OFieb,195429,4
0.66,0.614,2,-8.86,1,0.348,0.112,0.0,0.403,0.462,140.397,audio_features,7ejkT4Jw9utHp8qDs7ZtAu,spotify:track:7ejkT4Jw9utHp8qDs7ZtAu,https://api.spotify.com/v1/tracks/7ejkT4Jw9utHp8qDs7ZtAu,https://api.spotify.com/v1/audio-analysis/7ejkT4Jw9utHp8qDs7ZtAu,227836,4
0.597,0.641,1,-6.488,0,0.211,0.0489,9.76e-06,0.467,0.679,136.051,audio_features,7tUcHXpndxV0iMGxiSCsKa,spotify:track:7tUcHXpndxV0iMGxiSCsKa,https://api.spotify.com/v1/tracks/7tUcHXpndxV0iMGxiSCsKa,https://api.spotify.com/v1/audio-analysis/7tUcHXpndxV0iMGxiSCsKa,209008,5
0.851,0.583,2,-5.953,1,0.136,0.000982,0.0,0.109,0.303,143.964,audio_features,3HVFNvrGnS05DHUzJfOS3n,spotify:track:3HVFNvrGnS05DHUzJfOS3n,https://api.spotify.com/v1/tracks/3HVFNvrGnS05DHUzJfOS3n,https://api.spotify.com/v1/audio-analysis/3HVFNvrGnS05DHUzJfOS3n,214431,4
0.813,0.708,6,-5.311,0,0.134,0.187,0.0,0.119,0.353,148.828,audio_features,3PFtzUP0y7U4kwIJs9GHZY,spotify:track:3PFtzUP0y7U4kwIJs9GHZY,https://api.spotify.com/v1/tracks/3PFtzUP0y7U4kwIJs9GHZY,https://api.spotify.com/v1/audio-analysis/3PFtzUP0y7U4kwIJs9GHZY,261280,4
0.737,0.468,1,-9.953,1,0.378,0.107,0.000712,0.136,0.202,160.048,audio_features,57cRCI3rpp73JES6avAztn,spotify:track:57cRCI3rpp73JES6avAztn,https://api.spotify.com/v1/tracks/57cRCI3rpp73JES6avAztn,https://api.spotify.com/v1/audio-analysis/57cRCI3rpp73JES6avAztn,182875,4
0.777,0.739,11,-7.487,0,0.409,0.124,0.0,0.0453,0.516,120.038,audio_features,4KbbwwMatxWQOM10ipj1bT,spotify:track:4KbbwwMatxWQOM10ipj1bT,https://api.spotify.com/v1/tracks/4KbbwwMatxWQOM10ipj1bT,https://api.spotify.com/v1/audio-analysis/4KbbwwMatxWQOM10ipj1bT,271800,4
0.672,0.845,1,-13.075,1,0.0448,0.0185,0.9,0.108,0.285,144.98,audio_features,595vGPeBFXkMNIwilNokXB,spotify:track:595vGPeBFXkMNIwilNokXB,https://api.spotify.com/v1/tracks/595vGPeBFXkMNIwilNokXB,https://api.spotify.com/v1/audio-analysis/595vGPeBFXkMNIwilNokXB,72828,4
0.589,0.884,7,-4.918,1,0.324,0.0451,0.0,0.0904,0.439,90.036,audio_features,3nsxMrnYlfBNotHRevTRgM,spotify:track:3nsxMrnYlfBNotHRevTRgM,https://api.spotify.com/v1/tracks/3nsxMrnYlfBNotHRevTRgM,https://api.spotify.com/v1/audio-analysis/3nsxMrnYlfBNotHRevTRgM,382827,4
0.499,0.8,1,-2.665,0,0.0502,0.0906,0.0,0.147,0.272,139.919,audio_features,7CZyCXKG6d5ALeq41sLzbw,spotify:track:7CZyCXKG6d5ALeq41sLzbw,https://api.spotify.com/v1/tracks/7CZyCXKG6d5ALeq41sLzbw,https://api.spotify.com/v1/audio-analysis/7CZyCXKG6d5ALeq41sLzbw,229573,4
0.589,0.658,11,-5.288,0,0.203,0.0242,0.0,0.118,0.251,77.521,audio_features,0hy1SOTEn9ifXTzOwnCwEr,spotify:track:0hy1SOTEn9ifXTzOwnCwEr,https://api.spotify.com/v1/tracks/0hy1SOTEn9ifXTzOwnCwEr,https://api.spotify.com/v1/audio-analysis/0hy1SOTEn9ifXTzOwnCwEr,223973,4
0.872,0.539,2,-7.961,1,0.409,0.0283,0.0,0.128,0.0741,99.985,audio_features,3LA2aDRYD0QWZxCnQZHA0G,spotify:track:3LA2aDRYD0QWZxCnQZHA0G,https://api.spotify.com/v1/tracks/3LA2aDRYD0QWZxCnQZHA0G,https://api.spotify.com/v1/audio-analysis/3LA2aDRYD0QWZxCnQZHA0G,144136,4
0.607,0.986,3,-3.809,0,0.106,0.00911,0.867,0.0327,0.565,159.998,audio_features,6rwb2GAkV6vqk4hbUgq1gn,spotify:track:6rwb2GAkV6vqk4hbUgq1gn,https://api.spotify.com/v1/tracks/6rwb2GAkV6vqk4hbUgq1gn,https://api.spotify.com/v1/audio-analysis/6rwb2GAkV6vqk4hbUgq1gn,413144,4
0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,audio_features,7qeWNGBqqagdwf4KnjRzGZ,spotify:track:7qeWNGBqqagdwf4KnjRzGZ,https://api.spotify.com/v1/tracks/7qeWNGBqqagdwf4KnjRzGZ,https://api.spotify.com/v1/audio-analysis/7qeWNGBqqagdwf4KnjRzGZ,164754,4
0.829,0.605,6,-11.145,1,0.257,0.173,0.00146,0.105,0.727,81.983,audio_features,70u9XsoYWhIPL5LYqjT0fy,spotify:track:70u9XsoYWhIPL5LYqjT0fy,https://api.spotify.com/v1/tracks/70u9XsoYWhIPL5LYqjT0fy,https://api.spotify.com/v1/audio-analysis/70u9XsoYWhIPL5LYqjT0fy,190407,4
0.665,0.535,4,-7.056,0,0.0572,0.0786,1.68e-05,0.154,0.37,138.842,audio_features,6IZvVAP7VPPnsGX6bvgkqg,spotify:track:6IZvVAP7VPPnsGX6bvgkqg,https://api.spotify.com/v1/tracks/6IZvVAP7VPPnsGX6bvgkqg,https://api.spotify.com/v1/audio-analysis/6IZvVAP7VPPnsGX6bvgkqg,275253,4
0.711,0.649,8,-7.409,0,0.0834,0.0261,0.0,0.0585,0.284,139.95,audio_features,3OKQGiASyyL9U1yRItVjmD,spotify:track:3OKQGiASyyL9U1yRItVjmD,https://api.spotify.com/v1/tracks/3OKQGiASyyL9U1yRItVjmD,https://api.spotify.com/v1/audio-analysis/3OKQGiASyyL9U1yRItVjmD,165893,4
